00-C0-4C	& TRADE|AU|
F0-37-A1	Huike industrial park,Minying industrial park,Shuitian country,Shiyan,Baoan District|SHENZHEN GUANGDONG 518108|CN|
00-1C-E0	HUMAX Village 6F, 11-4 Sunae-dong, Bundang-gu|Seongnam-si Gyeonggi-do 463-825|KR|
04-4F-17	HUMAX Village, 216, Hwangsaeul-ro, Bu|Seongnam-si Gyeonggi-do 463-875|KR|
08-EB-74	HUMAX Village, 11-4, Sunae-dong, Bundang-gu|Seongnam-si Gyeonggi-do 463-825|KR|
0C-08-B4	HUMAX Village, 216, Hwangsaeul-ro, Bu|Seongnam-si Gyeonggi-do 463-875|KR|
28-32-C5	HUMAX Village,216,Hwangsaeul-ro,Bundang-gu|Seongnam-si Gyeonggi-do 463-875|KR|
2C-08-8C	HUMAX Village, 216, Hwangsaeul-ro, Bu|Seongnam-si Gyeonggi-do 463-875|KR|
34-38-B7	HUMAX Village, 216, Hwangsaeul-ro, Bu|Seongnam-si Gyeonggi-do 463-875|KR|
38-F8-5E	HUMAX Village, 216, Hwangsaeul-ro, Bu|Seongnam-si Gyeonggi-do 463-875|KR|
40-3D-EC	HUMAX Village, 216, Hwangsaeul-ro, Bundang-gu,|Seongnam-si Gyeonggi-do 463-875|KR|
4C-D0-8A	HUMAX Village,216,Hwangsaeul-ro,|Seongnam-si Gyeonggi-do 463875|KR|
6C-B5-6B	HUMAX Village,216,Hwangsaeul-ro,Bundang-gu|Seongnam-si Gyeonggi-do 463-875|KR|
8C-44-4F	HUMAX Village, 216, Hwangsaeul-ro, Bu|Seongnam-si Gyeonggi-do 463-875|KR|
90-F3-05	HUMAX Village, 216, Hwangsaeul-ro, Bu|Seongnam-si Gyeonggi-do 463-875|KR|
94-09-37	HUMAX Village, 216, Hwangsaeul-ro, Bundang-gu,|Seongnam-si Gyeonggi-do 463-875|KR|
94-2C-B3	HUMAX Village, 216, Hwangsaeul-ro, Bu|Seongnam-si Gyeonggi-do 463-875|KR|
A0-72-2C	HUMAX Village, 216, Hwangsaeul-ro, Bu|Seongnam-si Gyeonggi-do 463-875|KR|
B0-B3-AD	HUMAX Village, 216, Hwangsaeul-ro, Bu|Seongnam-si Gyeonggi-do 463-875|KR|
C8-5D-38	HUMAX Village, 216, Hwangsaeul-ro, Bu|Seongnam-si Gyeonggi-do 463-875|KR|
CC-4E-EC	HUMAX Village, 216, Hwangsaeul-ro, Bundang-gu,|Seongnam-si Gyeonggi-do 463-875|KR|
DC-D3-21	HUMAX Village, 11-4, Sunae-dong, Bundang-gu|Seongnam-si Gyeonggi-do 463-825|KR|
E8-20-E2	HUMAX Village, 216, Hwangsaeul-ro, Bu|Seongnam-si Gyeonggi-do 463-875|KR|
E8-B2-FE	HUMAX Village, 216, Hwangsaeul-ro, Bu|Seongnam-si Gyeonggi-do 463-875|KR|
B4-B1-5A	Humboldtstr. 59|Nurnberg Bavaria 90459|DE|
B0-7D-62	Humboldtstraße 2|Heiligenhaus 42579|DE|
60-B3-87	Hummelgasse 74-76/19|Vienna Austria 1130|AT|
9C-C9-50	Hummelstrasse 17|Frauenfeld Thurgau 8501|CH|
04-E0-C4	HUNDINGSTRAßE 11B|DE|
1C-19-DE	Hundsschleestrasse 23|Reutlingen BW 72766|DE|
00-14-DA	Huntleigh Healthcare - Diagnostic Products Division|Cardiff CF24 5HN|GB|
00-24-8E	Huseg u. 10/a|Budapest 1223|HU|
2C-7C-E4	HUST Industry Park, East-Lake Development Zone|Wuhan Hubei 430223|CN|
AC-20-3E	HUST Industry Park, East-Lake Development Zone|Wuhan Hubei 430223|CN|
B8-32-41	HUST Industry Park, East-Lake Development Zone|Wuhan Hubei 430223|CN|
20-BB-C6	Huszár Andor 1.|Tiszaújváros H-3580|HU|
E0-02-A5	Hydrovägen 10|Västerås 721 68|SE|
00-1A-F5	Hyo Chang Bldg, 3F, 1013-6, Inkye-dong Paldal-Gu,|Suwon City Gyunggi-Do 422-833|KR|
64-4F-B0	Hyochang-dong 5-86, Yongsan-gu|Seoul 140-896|KR|
00-23-DC	Hyojachonjesangga228 B9, 297,|Sengnam-si Kyunggi-do 463-818|KR|
64-69-BC	HYT Tower ,Hi-Tech Industrial Park North,Nanshan District,|Shenzhen Guangdong 518057|CN|
9C-06-6E	Hytera Tower, Hi-Tech Industrial Park North, Nanshan District|Shenzhen Guangdong 518057|US|
00-02-65	Hyundai Topics Blgd., 11th Fl|Seoul Seoul KOREA|KR|
00-1D-66	Hyundai Telecom Bldg., 4273-12, Shingil-Dong, Youngdungpo-Gu,|Seoul 150-859|KR|
BC-77-9F	Hyunwoo Bldg 206, Anyang7-Dong|Anyang Gyeonggi-Do 430-817|KR|
00-15-BE	Hyvoninkatu 1|Salo Varsinais-Suomi 24240|US|
00-1B-1B	I IA SC MF-K PE 3|76187 Karlsruhe Baden Wuerttemberg|DE|
40-EC-F8	I IS MS EDM|Munich Germany 85630|DE|
60-1E-02	Ibragimova 9|Almaty Province 050032|KZ|
00-0D-FC	Ichibancho Tokyu Bidg.,|Tokyo 102-0082|JP|
1C-06-56	IDEMITSU Korakuen Bld 9F|Bunkyo-ku Tokyo 112-0002|JP|
00-23-B3	IDEON Science Park|Lund 223 70|SE|
00-1C-1C	Ignaz-Koeck-Strasse 19|Vienna A-1210|AT|
50-FE-F2	II floor, TIDEL Park,|chennai Tamilnadu 600113|IN|
6C-44-18	Ilgatlaan 19|Hasselt Limburg 3500|BE|
00-01-07	Ilmstr. 7|85579 Neubiberg|DE|
00-0A-0F	Ilryung bldg, 34-2, Cheonho-dong|SEOUL 134-861|KR|
00-06-C6	Im Technologiepark 25|DE|
00-09-36	Im Rollfeld 28|Baden-Baden Baden-Württemberg 76532|DE|
00-09-E5	Im Tiefen See 45|Darmstadt Hessen 64293|DE|
00-0D-9C	Im Ostpark 2|Wettenberg Hessen 35435|DE|
00-11-5E	Im Schumachergewann 5-11|Heidelberg BW 69123|DE|
00-16-29	Im Täle 2|Eppingen Baden-Württemberg 75031|DE|
00-16-2F	Im Nassen 7-9|Windhagen 53578|DE|
00-80-57	Im Baumgarten 6|MOHLIN CH-4313|CH|
00-90-E9	Im Dörener Feld 8|D-33100 Paderborn|DE|
00-C0-D5	Im Klostergarten 8|D-50321 Brühl|DE|
14-8A-70	Im Rohnweiher 39|Lohmar Germany D-53797|DE|
18-03-FA	Im Taubhaus 19|Roedermark Hessen 63322|DE|
28-CD-4C	Im Zemmer 6|Woffelsbach NRW 52152|DE|
38-B4-D3	Im Gewerbepark B10|Regensburg 93059|DE|
38-F5-97	Im Haslet 42|Woerth/Donau Bayern 93086|DE|
44-B4-12	Im Langhag 1|Effretikon 8307|CH|
5C-C2-13	Im Surinam 55|Basel BS CH4016|CH|
5C-EB-4E	Im Gewerbegebiet Pesch 14|Cologne 50767|DE|
68-A4-0E	Im Gewerbepark B35|Regensburg Bayern 93059|DE|
70-E2-4C	Im Gewerbegebiet Pesch 14|Köln NRW 50767|DE|
C8-45-8F	Im Hoelderli 13|Winterthur ZH 8405|CH|
F8-91-2A	Im Stöckmädle 13|Karlsbad BW 76307|DE|
00-18-06	Imahira 432|Hakusan Ishikawa 924-0827|JP|
4C-8E-CC	Immeuble le Sirius|Meudon La Foret Ile de France 92360|FR|
90-54-46	Immeuble Odyssee|BRUZ 35170|FR|
00-90-3C	IMMEUBLE Kennedy|33700 MERIGNAC|FR|
38-C7-BA	Imon BLDG 95 Edomachi|Kobe Hyogo 6500033|JP|
00-00-E3	IMP, NO. 1 INDUSTRIAL ESTATE|ENGLAND ENGLAND DH86TJ|GB|
00-1A-C8	Impasse des 4 vents|VERSON CALVADOS 14790|FR|
3C-9F-81	in Nanshan District,Shenzhen Software park Road 10 in Room 202|Shenzhen Guangdong 518057|CN|
00-15-7B	In der Braike 1|Owen Baden-Württemberg 73277|DE|
00-22-C7	In den Weiden 11|Hilden NRW 40721|DE|
90-DF-B7	In den Waashainen 1|Braunschweig NI 38108|DE|
00-00-E4	IN2 - B.P.63|FR|
0C-DC-CC	Inala House, 557 15th Road|Midrand Gauteng 1685|ZA|
00-21-8E	Industrial Zone 861-10, Taegye-Dong|Chunchon Kangwon 200-944|KR|
30-71-B2	Industrial Development Area, Guali Town,|Hangzhou City Zhe Jiang 311241|CN|
B8-24-10	Industrial Park Kechnec|Kechnec 04458|SK|
00-20-17	INDUSTRIAL ZONE|IL|
00-90-F7	INDUSTRIAL PARK|IL|
00-C0-06	INDUSTRIAL SYSTEM DIVISION|JP|
00-0F-1A	Industrie weg 29|Rotterdam 3044 AS|NL|
50-2A-7E	Industrie Str. 29|St. Georgen 78112|DE|
00-13-53	Industriegebiet|Sulzbach/Saar Saarland 66280|DE|
38-9F-83	Industrielaan 17b|Olen 2250|BE|
00-0C-57	Industriepark Noord 10|Sint Niklaas B-9100|BE|
00-11-2A	Industriepark West 40|Sint-Niklaas O/V 9100|BE|
78-89-73	Industriepark De Bruwaan 37B|Oudenaarde Oost-Vlaanderen 9700|BE|
00-30-D6	INDUSTRIESTR. 16|DE|
00-80-9E	INDUSTRIESTR. 2|WEST|DE|
00-D0-0F	INDUSTRIESTR. 1|DE|
00-09-82	Industriestrasse 11|Kronach 96317|DE|
00-0B-2F	Industriestrasse 23b|Steinbach Hessen 61449|DE|
00-0D-FB	Industriestrasse 6|Dierikon LU 6036|CH|
00-14-12	Industriestrasse 49|Zug 6300|CH|
00-14-8B	Industriestrasse 4a|Niederlauer Bayern 97618|DE|
00-18-66	Industriestrasse 57|Glattbrugg ZH 8152|CH|
00-1A-37	Industriestrasse 48|Kronach Bayern 96317|DE|
00-21-EA	Industriestrasse 21|3362 Niederönz|CH|
00-23-EF	Industriestrasse 8|Altstaetten SG 9450|CH|
00-25-35	Industriestrasse 10/12|Bad Oldesloe SH 23840|DE|
28-ED-58	Industriestrasse 20|BRUEGG BE 2555|CH|
48-C5-8D	Industriestrasse 48|Kronach Bavaria 96317|DE|
94-A4-0C	Industriestrasse 13|Ansbach 91522|DE|
A4-5A-1C	Industriestrasse 29|St. Georgen Baden-Württemberg 78122|DE|
FC-1B-FF	Industriestrasse 66|Zug 6301|CH|
00-06-58	Industriestraße 21|DE|
00-14-E1	Industriestraße 1|Germering Bayern 82110|DE|
00-25-39	Industriestraße 33|Groebenzell Bavaria 82194|DE|
00-F0-51	Industriestraße 235|St. Margarethen Styria 8321|AT|
90-18-5E	Industriestraße 1|Westhausen 73463|DE|
A8-D3-C8	Industriestraße 7|Geisenheim 65366|DE|
D4-90-E0	Industriestraße 7|Geisenheim 65366|DE|
E8-D4-83	Industriestraße 3|3300 Niederösterreich 3300|AT|
00-60-13	INDUSTRIESTRASSE|CH-8752 NAEFELS|CH|
28-E6-08	Industrieweg 5|Bladel NBr 5531 AD|NL|
00-24-BD	Industriezeile 56|Linz Upper Austria 4021|AT|
84-29-14	Industriezeile 36,|Linz 4020|AT|
00-13-24	Industriparken 32|Copenhagen 2750|DK|
00-0C-49	Industrivej 1|Padborg DK-6330|DK|
00-13-EA	Industrivej 28|Stilling 8660|DK|
00-24-1C	Industry Street, Dong-Keng|Dong Guan City 523448|CN|
00-04-C6	Information System Division|Japan Zip: 438-8501|JP|
00-40-7B	Information Technology|Norcross GA 30091-6850|US|
08-00-7F	INFORMATION TECHNOLOGY|PITTSBURGE PA 15213|US|
00-25-F3	Ing. Aug. Knemeyer GmbH & Co. KG|Bad Laer Niedersachsen 49196|DE|
00-D0-5C	Ing.- Anton-Kathrein Str. 2|DE|
2C-37-C5	ingdao high-tech park haier road 1|Qingdao Shandong 266101|CN|
38-42-A6	Ingenieurbuero Stahlkopf|Glockengießerweg 2 Bielefeld 33659|DE|
00-16-81	Ingersheimer Str. 24|Stuttgart Baden-Württemberg 70499|DE|
00-1D-E2	Ingvald Ystgaards veg 23|Trondheim TRD 7046|NO|
00-04-D2	Inkustraße 24|AT|
00-1C-83	INNOPLEX 1-703|Seoul 153-803|KR|
00-06-61	Innovation Incubator, NTHU,|Hsinchu 30013,|TW|
00-09-4A	Innovation Centre|Limerick|IE|
74-0A-BC	Innovation Campus Birmingham|Faraday Wharf, Holt Street Birmingham B4 4BB|GB|
30-78-C2	Innowireless Bldg. 190 Seohyeon-ro|Bundang-gu, Seongnam-si Gyeonggi-do 13590|KR|
00-40-97	INSTRUMENTARIUM CORP.|FI|
00-17-C7	Instrumentvägen 45|Stockholm 126 53|SE|
00-0B-98	IntelZone 703|YongIn Gugal-ri Ki Heung KyoungKiDo 354-2|KR|
08-00-33	INTERACTIVE GRAPHICS DIVISION|AUSITN TX 78671|US|
00-C0-F4	INTERLINK B/D, 476-20|KOREA|KR|
98-8E-DD	International Science Centre, Block 1|Castletroy Co. Limerick|IE|
00-50-6D	INTERNATIONAL INC.|WOODDALE IL 60091-1073|US|
00-10-C3	INTERNATIONAL|DALLAS TX 75229|US|
00-00-5E	INTERNET ASS'NED NOS.AUTHORITY|Los Angeles CA 90094-2536|US|
00-1E-33	Inventec Building, 66 Hou-Kang Street|Taipei 111|TW|
00-26-6C	Inventec Building, 66 Hou-Kang Street Shih-Lin District,|Taipei 111|TW|
7C-D3-0A	Inventec Building, 66 Hou-Kang Street|Taipei 111|TW|
00-A0-D1	INVENTEC BUILDING|TAIWAN TAIWAN R.O.C.|TW|
00-17-96	Inwilerriedstrasse 57|Baar ZG CH-6341|CH|
00-0E-6F	IRIS Smart Technology Complex|Kuala Lumpur WP 57000|MY|
A8-5B-F3	Irrenloher Damm 17|Schwarzenfeld 92521|DE|
00-08-0F	Isafjordsgatan 9|SE|
00-A0-5D	ISARSTRASSE 3,|82065 BAIERBRUNN|DE|
90-4D-C3	Islandsvej 29|Horsens 8700|DK|
00-0E-D1	Isonokamicyo 3-11-7|Kishiwada Osaka 5960001|JP|
00-0E-15	ISRAELI SHIMON 3|RISHON lEZYYON ISRAEL 75654|US|
00-06-C4	IT Castle 1-401, 550-1 Gasan-dong,|Seoul 153-803|KR|
D8-16-0A	Itachibori 2-5-12|Nishi-ku Osaka 550-0012|JP|
50-56-A8	Itaemerenkatu 11-13|Helsinki 00180|US|
58-7A-4D	Italahdenkatu 22A|Helsinki 00210|FI|
00-07-33	Italiensvej 1-5|DK|
00-0A-59	Italska 15|Prague 2 Czech Republic 120 00|KM|
00-01-F6	Ito Bldg. 4th Floor 2-16-9 Misaki-cho,|JP|
54-05-36	Itsehallintokuja 6|Espoo FI-02600|FI|
A0-6E-50	Ivedik Organize Sanayi|Ankara 06370|TR|
00-C0-CF	IVO|FI|
00-0A-82	IWATATYOU2-3-1|HIGASHIOOSAKA-SHI OOSAKA-FU 578-8585|JP|
00-26-57	I.Yakovleva St., 3|Cheboksary Chuvash Republic 428003|RU|
70-14-04	I.Yakovleva St., 1|Cheboksary Chuvash Republic 428003|RU|
00-0E-10	Izumi Garden Wing 1F, 1-6-3|Tokyo 106-0032|JP|
00-50-E6	J TOWER, 1-1, NIKKOU-CHO|JP|
00-12-28	J. Hagaru 9|Bratislava 830 05|SK|
00-17-13	J-15 Mudan Cun, Yijing Huayuan,|Shenzhen Guangdong 518003|CN|
00-15-AC	Jägerhorns väg 1|Kungens Kurva Stockholm S-141 75|SE|
00-1A-31	Jagershillgatan 26|Malmö Skåne 21375|SE|
00-50-06	JAGERSHILLGATON 18|21375 MALMO|SE|
00-08-2B	Jaho-Bldg. 6F, Tanbang-Dong,|KR|
00-06-9C	Jakobsdalsvagen 17|Hägersten SE-126 53|SE|
00-1B-B0	JALAHALLI POST|BANGALORE KARNATAKA 560013|IN|
FC-5B-26	Jalan Petung 31 Papringan|Yogyakarta DIY 55281|ID|
00-FA-3B	Jambe ducommun 8|LE LOCLE 2400|CH|
00-21-54	James Watt Building|East Kilbride Lanarkshire G75 0QD|GB|
40-52-0D	James House, Marlborough Road|St Neots Cambridgeshire PE19 8YP|GB|
28-23-73	Jämsänkatu 2|Helsinki Uusimaa 00520|FI|
C4-36-6C	Jangduk-dong 978-1|Gwang-ju Gwangsan-gu 506-731|KR|
C8-02-10	Jangduk-dong 978-1|Gwang-ju Gwangsan-gu 506-731|KR|
94-44-44	Jangduk-dong, Gwangsan-gu|Gwang-ju 506-731|KR|
00-18-FF	János u. 175.|Budapest H-1161|HU|
00-0E-56	Jarrestrasse 2-6|22303 Hamburg|DE|
1C-11-E1	Jarvikatu 2-4|Vaasa Western Finland 65101|FI|
00-1F-09	Jastec B/D 2F, 92-7 Kumgok-dong,|Boondang-gu, 463-804|KR|
4C-8F-A5	Jastec B/D 2F, 92-7 Kumgok-dong,|Boondang-gu, 463-804|KR|
00-16-FD	Jaty Bldg 10F, 1659-5 Bongchun11-Dong|Seoul 151-832|KR|
00-0A-A2	JCOM BUILDING 402, OJEON-DONG 124-4,|UIWANG-SI GYUNGGI-DO 437-070|KR|
00-0B-2A	J-COM Bd. 4F, 124-4 OJEON-DONG|UIWANG-SHI KYOUNGGI-DO 437-070|KR|
00-20-DE	JDL KAWASAKI R & D CENTER|KANAGAWA-KEN 215|JP|
30-15-18	JEI Platz RM No.410-1|Seoul 153-792|KR|
00-0B-D5	Jeil Bldg. 4th, Samsung-dong 168-26, Kan|Seoul 135-090|KR|
00-0F-52	Jens Juulsvej 28|Viby J DK 8362|DK|
00-11-F3	Jens-Otto-Krag-Straße 11|Würselen 52146|DE|
00-0C-4B	Jeschkenstrasse 32|Geretsried Bayern 82538|DE|
00-19-75	Jia#2 of Xili of Baiyun road,Xicheng district|Beijing 100045|CN|
00-1A-13	Jiahe Road No.618|Xiamen Fujian 361006|CN|
40-9F-87	jiahua Mansion 3F, 133 North 4th Ring Road East, Chaoyang District|Beijing 100101|CN|
00-19-91	Jiahuiyuan 703,Huaao Center,31# Zizhuyuan Road,|Beijing 100089|CN|
B8-5A-FE	Jiancaicheng West Rd.65,Xisanqi,|Beijing 100096|CN|
00-26-63	JianDa Building,501-502|Shenzhen Guangdong 518000|CN|
A8-A6-48	Jiangxi Road|Qingdao Shandong 266071|CN|
40-86-2E	Jiashan Zhejiang 314100|CN|
80-7D-E3	Jinhua Road No.309, Beibei,|Chongqing 400700|CN|
C0-D9-F7	Jining high-tech zone base of production,education & research|Jining Shandong 272000|CN|
70-58-96	Jinqi Zhigu Building, Chongwen Garden, Liuxian Avenue, Nanshan District|shenzhen Guangdong 518055|CN|
00-1E-6A	Jinqiuzhichun 7-301,Zhichun Rd.,|Beijing 100088|CN|
00-02-9D	Jin-Su Building, 49-16|Seoul Seoul KOREA|KR|
00-1D-93	Jinsuk Building 1536-7|Seoul 137-073|KR|
FC-AD-0F	Jinyanlong Plaza, Huilongguan,|Beijing 100092|CN|
34-7E-CA	JJ-Building, 20, Deongmyeong-ro 71beon-gil1, Yuseong-gu|Daejeon 34155|KR|
00-0B-A5	Jl. Palasari 9A|Bandung West Java 40262|ID|
00-19-FC	Jl. Sultan Hasanudin No. 41|Jakarta Selatan DKI Jakarta 12160|ID|
00-1E-47	Jl. Soekarno Hatta No. 450|Bandung Jawa Barat 40266|ID|
00-F8-60	Jl. Raya Waru no. 1|Sidoarjo Jawa Timur 61256|ID|
0C-93-01	Jl. Margonda Raya 494D|Depok Jawa Barat 16424|ID|
14-37-19	Jl. Cideng Timur No.11D|Jakarta Pusat Indonesia 10130|ID|
FC-A2-2A	Jl. Taman Cibeunying No. 2|Bandung Jawa Barat 40114|ID|
B0-4B-BF	JL.PALEM 1 BLOK DS-6|KAWASAN INDUSTRI BATIK LIPPO CIKARANG, DESA CIBATU, KECAMATAN CIKARANG SELATAN BEKASI JAWA BARAT 17550|ID|
C4-23-A2	Jl.Timor Blok E5, MM2100 Industrial Town Jatiwangi Cikarang Barat|Bekasi Jawa Barat 17530|ID|
00-17-22	J.M. Dimmelstr 10|Ried i. I. Oberösterreich 4910|AT|
00-DB-1E	Joan d'Austria 112|Barcelona 08018|ES|
00-22-C4	Joebkesweg 3|Gronau NRW 48599|DE|
00-BD-3A	Joensuunkatu 7|Salo Varsinais-Suomi 24101|FI|
14-C1-26	Joensuunkatu 7|Salo Varsinais-Suomi 24101|FI|
28-47-AA	Joensuunkatu 7|Salo N.A. 24101|FI|
2C-5A-05	Joensuunkatu 7|Salo N.A. 24101|FI|
2C-CC-15	Joensuunkatu 7|Salo Varsinais-Suomi 24101|FI|
3C-18-9F	Joensuunkatu 7|Salo N.A. 24101|FI|
3C-25-D7	Joensuunkatu 7|Salo N.A. 24101|FI|
3C-C2-43	Joensuunkatu 7|Salo NA 24101|FI|
40-7A-80	Joensuunkatu 7|Salo N.A. 24101|FI|
4C-25-78	Joensuunkatu 7|Salo NA 24101|FI|
4C-7F-62	Joensuunkatu 7|Salo N.A. 24101|FI|
54-44-08	Joensuunkatu 7|Salo Varsinais-Suomi 24101|FI|
54-79-75	Joensuunkatu 7E|Salo 24101|FI|
70-8D-09	Joensuunkatu 7|Salo N.A. 24101|FI|
78-92-3E	Joensuunkatu 7|Salo N.A. 24101|FI|
80-50-1B	Joensuunkatu 7|Salo Varsinais-Suomi 24101|FI|
88-44-F6	Joensuunkatu 7|Salo NA 24101|FI|
A0-4E-04	Joensuunkatu 7|Salo Varsinais-Suomi 24101|FI|
A4-77-60	Joensuunkatu 7|Salo N.A. 24101|FI|
A4-81-EE	Joensuunkatu 7|Salo N.A. 24101|FI|
A8-44-81	Joensuunkatu 7|Salo NA 24101|FI|
A8-7B-39	Joensuunkatu 7|Salo Varsinais-Suomi 24101|FI|
BC-C6-DB	Joensuunkatu 7|Salo NA 24101|FI|
C0-64-C6	Joensuunkatu 7|Salo N.A. 24101|FI|
C8-97-9F	Joensuunkatu 7|Salo Varsinais-Suomi 24101|FI|
C8-D1-0B	Joensuunkatu 7|Salo 24101|FI|
CC-89-FD	Joensuunkatu 7|Salo N.A. 24101|FI|
D4-93-98	Joensuunkatu 7|Salo N.A. 24101|FI|
DC-3E-F8	Joensuunkatu 7|Salo N.A. 24101|FI|
DC-C7-93	Joensuunkatu 7|Salo N.A. 24101|FI|
DC-F1-10	Joensuunkatu 7|Salo N.A. 24101|FI|
E8-15-0E	Joensuunkatu 7|Salo N.A. 24101|FI|
EC-9B-5B	Joensuunkatu 7|Salo Varsinais-Suomi 24101|FI|
EC-F3-5B	Joensuunkatu 7|Salo Varsinais-Suomi 24101|FI|
F4-F5-A5	Joensuunkatu 7|Salo 24101|FI|
FC-92-3B	Joensuunkatu 7|Salo N.A. 24101|FI|
00-05-09	Jogasaki 4-16-14|JP|
00-0B-B9	Johanneslundsvagen 3|Upplands Vasby SE-19461|SE|
6C-70-39	Johannes-Mauthe-Str. 14|Albstadt Baden-Württemberg 72458|DE|
00-0E-31	Johann-Krane-Weg 39|Münster 48149|DE|
00-0F-A5	Johann-Krane-Weg 21|Muenster 48149|DE|
00-11-D1	Johann-Krane-Weg 39|Muenster 48149|DE|
78-0E-D1	Johann-Maus-Straße 2|Ditzingen 71254|DE|
00-80-9A	JOHN SCOTT HOUSE|ENGLAND|GB|
00-1B-73	Johnson's Estate|HAYES Middlesex UB3 3BA|GB|
00-0B-AE	Jooheung B/D 4FL. 1005-1, Youngtong-Dong|Suwon City Kyonggi-Do 442-813|KR|
CC-BE-71	Joop Geesinkweg 999|Amsterdam NH 1096AZ|NL|
A4-D0-94	Josef Baumann Strasse 37|Bochum D44805|DE|
3C-27-63	Josef-Buchinger-Str. 9|Grafenau Bavaria 94481|DE|
C8-D4-29	Josef-Mühlbauer-Platz 1|Roding Bavaria 93426|DE|
00-1F-52	Josefsstraße 54-56|Mainz RLP 55118|DE|
34-38-AF	Josef-Wuerth-Str. 3|Gruenwald Bavaria 82031|DE|
00-26-B2	Josephspitalstr. 15|Muenchen Bayern 80331|DE|
00-1B-6B	Joseph-von-Fraunhofer-straße 13a|Dortmund 44227|DE|
00-10-C2	JOWA-TAKANAWA BLDG. 8F|TOKYO|JP|
00-1E-26	Joyang B/D 6th Floor|Seoul 135-090|KR|
00-01-41	Jozef Cardynstraat 16|BE|
94-DC-4E	Jozky Silneho 2783/9|Kromeriz 76701|CZ|
08-00-42	JP|
00-12-95	J-Tower 2F|Fuchu-shi Tokyo 183-0044|JP|
00-08-65	JUAN INDUSTRIAL COMPLEX 330, 17-1,|JUAN-DONG NAM-GU INCHEON 402-200|KR|
00-80-75	JUELICHER STR. 338|F.R.|DE|
20-0A-5E	Juexi Road no.9 Juexi street|Ningbo Zhejiang 315708|CN|
00-1B-37	Juholankatu 8|Kouvola Kymi 45200|FI|
00-10-76	JULICHER STR. 338B|D-52070 AACHEN|DE|
00-22-8C	Jülicher Straße 376|Aachen Nordrhein-Westfalen 52070|DE|
00-1A-0E	Junda Industry District, Dongkeng Town,Dongguan City|DongGuan Guang Dong 523455|CN|
00-15-E4	Junkersstrasse 9|Neu-Ulm Bayern 89231|DE|
DC-C4-22	Jupes Field House, Pettridge Lane|Warminster Wiltshire BA12 6DG|GB|
78-9F-4C	Justinus-Kernerstr. 7|Ammerbuch Baden-Wuerttemberg D-72119|DE|
28-E6-E9	Justus-von-Liebig Str. 26|Neustadt Niedersachsen 31535|DE|
9C-E1-D6	Justus-von-Liebig-Strasse 7|12489 Berlin|US|
58-57-0D	Jyllandsgade 28|Sønderborg DK-6400|DK|
00-16-D1	K Podlesi 541|Pribram VI 26180|CZ|
C4-AA-A1	K Vodoteci 197|Orech Praha-zapad 252 25|CZ|
D0-D2-12	K2Net Building|Seoul 158-092|KR|
14-3F-27	Kaarinantie 700|Turku 20540|FI|
94-19-3A	Kabelgatan 2T|Kungsbacka 43437|SE|
00-21-AF	Kabelkamp 20|Hannover 30179|DE|
D4-00-57	Kabelkamp 2|Hannover Germany 30179|DE|
00-12-53	Kabingatan 9|Malmö SE-212 39|SE|
00-40-98	KACKERTSTRASSE 10|DE|
00-24-FA	Kaefertaler Strasse 253-255|Mannheim Baden-Württemberg 68167|DE|
00-02-36	Kaeppelestraße 6|DE|
00-1F-79	Kærvej 77|Sønderborg Als DK-6400|DK|
00-12-D4	K.A.I. Bldg. 3F|Chiyodaku Tokyo 101-0032|JP|
00-11-13	Kaiserin-Augusta-Allee 31|Berlin 10589|DE|
00-50-66	KAISERSTR. 100|D-52134 HERZOGENRATH|DE|
F4-3D-80	Kaiserstrasse 100|Herzogenrath NRW 52134|DE|
00-24-B3	Kaiserstraße 18|Tuningen Baden-Württemberg 78609|DE|
00-0A-3C	Kaivopuistontie 33|Rauma 26100|FI|
18-FF-2E	KaiXinda Electronic Science and Technology Park, Zhoushi Road 49,Shiyan Street,Baoan District,ShenZhen,China|shenzhen guangdong 518108|CN|
00-08-81	KAKiYA Building 2F|Yokohama Kanagawa 222-0033|JP|
10-A6-59	Kakukita 2-20-8|Oita 870-0848|JP|
00-0B-96	Kalevantie 25|Turku Åbo 20520|FI|
30-B2-16	Kallstadter Strasse 1|Mannheim 68309|DE|
F4-76-26	Kalvariju 125|Vilnius LT-08221|LT|
00-10-C9	Kamakura-city, Kanagawa 247|JP|
00-1F-F7	Kami-Gomyo1480|Hanishina-Gun Nagano-Ken 389-0606|JP|
00-19-B1	Kamijima 3-27-7|Hamamatsu Shizuoka 433-8122|JP|
00-90-DD	KANAGAWA|JP|
00-0D-20	Kanda Jinbocho 1-105|Chiyoda-ku Tokyo 101-8101|JP|
00-80-43	KANDA 3 AMEREX BLDG.|JP|
00-80-BF	KANDA BRANCH OFFICE TONEN|JP|
00-13-69	Kanematsu Building 3 Floor|Chuo-ku Tokyo 104-0031|JP|
B4-2E-F8	kangcheng Road, Pharmaceutical Industrical Park, Yuanzhou District|Yichun Jiangxi 336000|CN|
00-0E-49	Kanikegränd 3B|541 34 Skövde|SE|
70-82-0E	Kantstraße 10|Großbettlingen Baden -Württemberg 72663|DE|
94-3B-B1	KAONMEDIA Building 513-4|Sungnam-City Kyonggi-Do 463-839, KOREA|KR|
